,index,id,target,enzyme,pathway,smile,name
479,479,DB09223,P14416|P35462|P28223,P08684,hsa:1813|hsa:1814|hsa:3356,CCN1CCN(CC1)C1=NC2=C(CCCCCC2)C(=C1)C1=CC=C(F)C=C1,Blonanserin
480,480,DB01143,P10696|P22413,P05186,hsa:251|hsa:5167,NCCCNCCSP(O)(O)=O,Amifostine
481,481,DB00591,P04150,P47712,hsa:2908,[H][C@@]12C[C@@]3([H])[C@]4([H])C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]1(OC(C)(C)O2)C(=O)CO,Fluocinoloneacetonide
482,482,DB04920,O60840|Q13698|Q01668|Q13936,P11712|P10635|P05181|P33261|P05177|P08684|P06276,hsa:778|hsa:779|hsa:776|hsa:775,CCCC(=O)OCOC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC(Cl)=C1Cl)C(=O)OC,Clevidipine
483,483,DB11633,P50859|Q12809|Q13936|P48051|Q92806|Q14654|P22460|Q9UK17|P51787|Q14524,P08684|P20815|P10632|P11712|P33261|P10635|P20813|O60656|Q9HAW9,hsa:3757|hsa:775|hsa:3763|hsa:3765|hsa:3767|hsa:3741|hsa:3752|hsa:3784|hsa:6331,C[C@@H](C1=NC(=CS1)C1=CC=C(C=C1)C#N)[C@](O)(CN1C=NC=N1)C1=C(F)C=CC(F)=C1,Isavuconazole
484,484,DB00400,P10875|P87066|Q99456,P05177|P08684,hsa:3859,COC1=CC(OC)=C(Cl)C2=C1C(=O)[C@]1(O2)[C@H](C)CC(=O)C=C1OC,Griseofulvin
485,485,DB08906,P04150,P08684,hsa:2908,[H][C@@]12C[C@@H](C)[C@](OC(=O)C3=CC=CO3)(C(=O)SCF)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C,Fluticasonefuroate
486,486,DB09280,P13569,P08684|P20813|P10632|P11712|P33261,hsa:1080,CC1=CC=C(NC(=O)C2(CC2)C2=CC=C3OC(F)(F)OC3=C2)N=C1C1=CC(=CC=C1)C(O)=O,Lumacaftor
487,487,DB00240,P04150,P08684,hsa:2908,[H][C@@]12C[C@@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])[C@H](Cl)CC2=CC(=O)C=C[C@]12C,Alclometasone
488,488,DB00222,Q14654|P48048|Q09428,P11712,hsa:3767|hsa:3758|hsa:6833,CCC1=C(C)CN(C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)N[C@H]2CC[C@H](C)CC2)C1=O,Glimepiride
489,489,DB00967,P35367,P11712|P33261|P05177|P10635,hsa:3269,ClC1=CC2=C(C=C1)C(=C1CCNCC1)C1=C(CC2)C=CC=N1,Desloratadine
490,490,DB06691,P35367,P10635,hsa:3269,COC1=CC=C(CN(CCN(C)C)C2=NC=CC=C2)C=C1,Mepyramine
491,491,DB06736,P35354|P23219,P11712,hsa:5743|hsa:5742,OC(=O)COC(=O)CC1=CC=CC=C1NC1=C(Cl)C=CC=C1Cl,Aceclofenac
492,492,DB09128,P08908|P14416|P28223|P18825|P35368,P10635|P08684,hsa:3350|hsa:1813|hsa:3356|hsa:152|hsa:147,O=C1NC2=CC(OCCCCN3CCN(CC3)C3=C4C=CSC4=CC=C3)=CC=C2C=C1,Brexpiprazole
493,493,DB00482,P35354|O15530|P00918|P07451,P11712|P08684|P10635|P10632,hsa:5743|hsa:5170|hsa:760|hsa:761,CC1=CC=C(C=C1)C1=CC(=NN1C1=CC=C(C=C1)S(N)(=O)=O)C(F)(F)F,Celecoxib
494,494,DB01184,P14416|P35462,P20815|P24462|P08684|P05177|P20813|P10632|P10635,hsa:1813|hsa:1814,ClC1=CC2=C(C=C1)N(C1CCN(CCCN3C(=O)NC4=CC=CC=C34)CC1)C(=O)N2,Domperidone
495,495,DB00613,P50135,P10632|P04798|Q16678|P10635|P11712,hsa:3176,CCN(CC)CC1=C(O)C=CC(NC2=C3C=CC(Cl)=CC3=NC=C2)=C1,Amodiaquine
496,496,DB06403,P25101|P24530,P08684|P33261|O60656|P16662|P35503|P20815,hsa:1909|hsa:1910,COC([C@H](OC1=NC(C)=CC(C)=N1)C(O)=O)(C1=CC=CC=C1)C1=CC=CC=C1,Ambrisentan
497,497,DB00963,P35354|P23219,P35354,hsa:5743|hsa:5742,NC1=C(CC(O)=O)C=CC=C1C(=O)C1=CC=C(Br)C=C1,Bromfenac
498,498,DB00357,P11511|P05108,P08684|P05177|P33261,hsa:1588|hsa:1583,CCC1(CCC(=O)NC1=O)C1=CC=C(N)C=C1,Aminoglutethimide
499,499,DB09214,P23219|P35354,P23219|P35354,hsa:5742|hsa:5743,[H][C@@](C)(C(O)=O)C1=CC(=CC=C1)C(=O)C1=CC=CC=C1,Dexketoprofen
500,500,DB00898,P14867|Q8TCU5|P23415|P23416|Q02641|P46098|P47869|Q9GZZ6|Q13936|P31644|P48169|P34903|P42261|Q06432|Q15822|Q16445|P42262|P48058|P42263|P43681|P17787|P48549|P48051|P19320|Q99808|P48544|P36544|Q9UGM1|P18505|P28472|P47870|Q13698|Q01668|P30926|P32297|P30532|Q15825|Q05901|Q8N1C3|Q99928|P78334|O00591|Q9UN88|O14764|Q14542|A5X5Y0|O95264|Q70Z44|Q8WXA8|Q9Y698|Q92806|P32004,P05181|P04798|P05177|P20813|P33261|P11712|P08684|Q02928|P07327|P00325|P00326|P11766|P08319|P40394|P28332|P14550,hsa:2554|hsa:116443|hsa:2741|hsa:2742|hsa:782|hsa:3359|hsa:2555|hsa:57053|hsa:775|hsa:2558|hsa:2557|hsa:2556|hsa:2890|hsa:786|hsa:1135|hsa:2559|hsa:2891|hsa:2893|hsa:2892|hsa:1137|hsa:1141|hsa:3760|hsa:3763|hsa:7412|hsa:2030|hsa:3762|hsa:1139|hsa:55584|hsa:2560|hsa:2562|hsa:2561|hsa:779|hsa:776|hsa:1143|hsa:1136|hsa:1138|hsa:8973|hsa:1142|hsa:2565|hsa:2567|hsa:2564|hsa:2568|hsa:55879|hsa:2563|hsa:3177|hsa:285242|hsa:9177|hsa:200909|hsa:170572|hsa:10369|hsa:3765|hsa:3897,CCO,Ethanol
501,501,DB00633,P08913,P05181|P05177|P04798|P10635,hsa:150,C[C@H](C1=CNC=N1)C1=C(C)C(C)=CC=C1,Dexmedetomidine
502,502,DB00153,P11473,Q07973|O15528|Q02318|P08684|Q6VVX0,hsa:7421,CC(C)[C@@H](C)\C=C\[C@@H](C)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C,Ergocalciferol
503,503,DB01018,P08913|P18089,P08684|P11712|P33261,hsa:150|hsa:151,NC(=N)NC(=O)CC1=C(Cl)C=CC=C1Cl,Guanfacine
504,504,DB00006,P00734,P05164,hsa:2147,CC[C@H](C)[C@H](NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CC(O)=O)NC(=O)CNC(=O)[C@H](CC(N)=O)NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(N)=N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](N)CC1=CC=CC=C1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(=O)N[C@@H](CC(C)C)C(O)=O,Bivalirudin
505,505,DB00557,P35367,P10635,hsa:3269,OCCOCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,Hydroxyzine
506,506,DB00281,Q9Y5Y9|Q15858|Q14524|P00533|P35499|P02763|P19652,P08684|P10635|P20815|P24462|P05177|P11712|P10632|P33260|P11509|P20813,hsa:6336|hsa:6335|hsa:6331|hsa:1956|hsa:6329|hsa:5004|hsa:5005,CCN(CC)CC(=O)NC1=C(C)C=CC=C1C,Lidocaine
507,507,DB01013,P04150,P04798|P05177,hsa:2908,[H][C@@]12C[C@H](C)[C@](OC(=O)CC)(C(=O)CCl)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,Clobetasolpropionate
508,508,DB01238,P28223|P14416|P08908|P28222|P28221|P28566|P28335|P46098|P50406|P34969|P21728|P21918|P35462|P21917|P35367|P35348|P35368|P08913|P18089|P18825|P11229|P08172|P20309|P08173|P08912,P20815|P24462|P10635|P08684,hsa:3356|hsa:1813|hsa:3350|hsa:3351|hsa:3352|hsa:3354|hsa:3358|hsa:3359|hsa:3362|hsa:3363|hsa:1812|hsa:1816|hsa:1814|hsa:1815|hsa:3269|hsa:148|hsa:147|hsa:150|hsa:151|hsa:152|hsa:1128|hsa:1129|hsa:1131|hsa:1132|hsa:1133,ClC1=CC=CC(N2CCN(CCCCOC3=CC4=C(CCC(=O)N4)C=C3)CC2)=C1Cl,Aripiprazole
509,509,DB01246,P35367,P08684,hsa:3269,CC(CN(C)C)CN1C2=CC=CC=C2SC2=CC=CC=C12,Alimemazine
510,510,DB00490,P08908|P14416,P08684|P20815|P24462|P10635,hsa:3350|hsa:1813,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(CC1)C1=NC=CC=N1,Buspirone
511,511,DB00295,P35372|P41145|P41143|Q9Y6Y9,P10635|P10632|P08684|P16662|P22309|Q9HAW9|P54855|P06133|P35503,hsa:4988|hsa:4986|hsa:4985|hsa:23643,[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])C=C[C@@H]2O,Morphine
512,512,DB01437,P14867|BE0004797,P05108|P10635,hsa:2554,CCC1(CCC(=O)NC1=O)C1=CC=CC=C1,Glutethimide
513,513,DB01200,P14416|P35462|P28221|P08913|P08908|P18825|P18089|P41595|P21917|P28223|P28222|P28335|P21918|P21728|P35348|P35368|P25100|P34969,P08684|P05177,hsa:1813|hsa:1814|hsa:3352|hsa:150|hsa:3350|hsa:152|hsa:151|hsa:3357|hsa:1815|hsa:3356|hsa:3351|hsa:3358|hsa:1816|hsa:1812|hsa:148|hsa:147|hsa:146|hsa:3363,[H][C@@]12CCCN1C(=O)[C@H](CC(C)C)N1C(=O)[C@](NC(=O)[C@H]3CN(C)[C@]4([H])CC5=C(Br)NC6=CC=CC(=C56)C4=C3)(O[C@@]21O)C(C)C,Bromocriptine
514,514,DB01159,O14649|Q9NPC2|Q12791|Q8TCU5|O60391|Q12879|P23415|P08100|P48051|P48549|P03886|O15554|P30049|P98194|P14867|P59768|Q6W5P4|BE0004797,P05181|P08684|P11509|P20813|P11712|P10635,hsa:3777|hsa:51305|hsa:3778|hsa:116443|hsa:116444|hsa:2903|hsa:2741|hsa:6010|hsa:3763|hsa:3760|hsa:4535|hsa:3783|hsa:513|hsa:27032|hsa:2554|hsa:54331|hsa:387129,[H]C(Cl)(Br)C(F)(F)F,Halothane
515,515,DB00523,P10276|P19793|P10826|P28702|P13631|P48443|P17936|Q15238|Q6V0L0,P05177,hsa:5914|hsa:6256|hsa:5915|hsa:6257|hsa:5916|hsa:6258|hsa:3486|hsa:5673|hsa:340665,C\C(\C=C\C1=C(C)CCCC1(C)C)=C\C=C\C(\C)=C\C(O)=O,Alitretinoin
516,516,DB00916,O25608|P29166|Q16850,P11712|P08684|P10632,hsa:1595,CC1=NC=C(N1CCO)[N+]([O-])=O,Metronidazole
517,517,DB09462,Q03181|O60760|P37700|P09211|Q9NZK7|Q9NPH2|P13632|P00325|Q14643|P09466|P17050|Q52369|Q93PP9|P37173|P0A6E4|Q8GR70|P84077|P52477|O43252|P06988|P23367|P0AER0|P69924|P17802|O14717,P00352|P05181,hsa:5467|hsa:27306|hsa:2950|hsa:30814|hsa:51477|hsa:125|hsa:3708|hsa:5047|hsa:4668|hsa:7048|hsa:375|hsa:9061|hsa:1787,OCC(O)CO,Glycerin
518,518,DB00647,P35372|P41143|P41145|P23141,P08684|P10635|P10632|P11712|P24462,hsa:4988|hsa:4985|hsa:4986|hsa:1066,CCC(=O)O[C@@](CC1=CC=CC=C1)([C@H](C)CN(C)C)C1=CC=CC=C1,Dextropropoxyphene
519,519,DB11181,P11229|P08172|P20309|P08173|P08912,P23141,hsa:1128|hsa:1129|hsa:1131|hsa:1132|hsa:1133,[H][C@]12CC[C@]([H])(C[C@@H](C1)OC(=O)C(O)C1=CC=CC=C1)N2C,Homatropine
520,520,DB01101,P04818,P19971|P23141|Q12882|P32320|P11712,hsa:7298,CCCCCOC(=O)NC1=NC(=O)N(C=C1F)[C@@H]1O[C@H](C)[C@@H](O)[C@H]1O,Capecitabine
521,521,DB00972,P35367,P05177|P08684|P33261|P04798|P20815|P11712|P10632|P10635|P11509|P20813|P05181,hsa:3269,CN1CCCC(CC1)N1N=C(CC2=CC=C(Cl)C=C2)C2=CC=CC=C2C1=O,Azelastine
522,522,DB01558,P14867|P47869|P34903|P48169|P31644|Q16445|P18505|P47870|P28472|Q8N1C3|P18507|Q99928|O14764|P78334|O00591|P24046|P28476|A8MPY1|Q9UN88,P08684|P05177|P33261|P05181,hsa:2554|hsa:2555|hsa:2556|hsa:2557|hsa:2558|hsa:2559|hsa:2560|hsa:2561|hsa:2562|hsa:2565|hsa:2566|hsa:2567|hsa:2563|hsa:2564|hsa:2568|hsa:2569|hsa:2570|hsa:200959|hsa:55879,BrC1=CC2=C(NC(=O)CN=C2C2=CC=CC=N2)C=C1,Bromazepam
523,523,DB00754,Q14524|O75469,P33261,hsa:6331|hsa:8856,CCN1C(=O)NC(C1=O)C1=CC=CC=C1,Ethotoin
524,524,DB06716,P47870|P28472,P05186,hsa:2561|hsa:2562,CC(C)C1=CC=CC(C(C)C)=C1OCOP(O)(O)=O,Fospropofol
525,525,DB00907,Q01959|P23975|P31645|Q14524|Q9UI33|Q9Y5Y9|P11229|P08172|Q99720|P23141,P08684|P20815|P24462|P10635|P11712|P10632,hsa:6531|hsa:6530|hsa:6532|hsa:6331|hsa:11280|hsa:6336|hsa:1128|hsa:1129|hsa:10280|hsa:1066,[H][C@]12CC[C@]([H])([C@H]([C@H](C1)OC(=O)C1=CC=CC=C1)C(=O)OC)N2C,Cocaine
526,526,DB00947,P03372,P08684,hsa:2099,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC=C(O)C=C3C[C@@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)[C@@]21[H],Fulvestrant
527,527,DB01227,P35372|P30926|P32297,P20815|P24462|P08684|P11511,hsa:4988|hsa:1143|hsa:1136,CC[C@H](OC(C)=O)C(C[C@H](C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1,Levomethadylacetate
528,528,DB06292,P31639,P04798|P05177|P11509|P11712|P10635|P08684|O60656|P06133|P16662,hsa:6524,CCOC1=CC=C(CC2=C(Cl)C=CC(=C2)[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C=C1,Dapagliflozin
529,529,DB01076,P04035|P27487|P35869,P08684|P20815|P24462|P10632|P10635|P11712|P33261|P20813|P22309|P35503|P16662,hsa:3156|hsa:1803|hsa:196,CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C(N1CC[C@@H](O)C[C@@H](O)CC(O)=O)C1=CC=C(F)C=C1)C1=CC=CC=C1,Atorvastatin
530,530,DB09053,Q06187,P08684|P20815|P10635,hsa:695,NC1=NC=NC2=C1C(=NN2[C@@H]1CCCN(C1)C(=O)C=C)C1=CC=C(OC2=CC=CC=C2)C=C1,Ibrutinib
531,531,DB06800,P35372|P41145,P10635,hsa:4988|hsa:4986,C[N@+]1(CC2CC2)CC[C@]23[C@H]4OC5=C(O)C=CC(C[C@@H]1[C@]2(O)CCC4=O)=C35,Methylnaltrexone
532,532,DB00628,BE0004797|P30536,P08684,hsa:706,OC(=O)C1N=C(C2=CC=CC=C2)C2=C(NC1=O)C=CC(Cl)=C2,Clorazepate
533,533,DB00166,Q9Y234|O43766|Q9Y289,P16435,hsa:51601|hsa:11019|hsa:8884,OC(=O)CCCC[C@@H]1CCSS1,Lipoicacid
534,534,DB06016,P35462|P14416|P08908|P41595|P28223|P35367,P08684|P10635,hsa:1814|hsa:1813|hsa:3350|hsa:3357|hsa:3356|hsa:3269,CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCN(CC2)C2=C(Cl)C(Cl)=CC=C2)CC1,Cariprazine
535,535,DB13952,P03372|O75469|Q92731|P43681|Q15596|Q99527|P00846|Q14457|P37059|P62508,P05177|P22309|P08684|P20815|P24462|P04798|Q16678|P33261|P10632|P11712,hsa:2099|hsa:8856|hsa:2100|hsa:1137|hsa:10499|hsa:2852|hsa:4508|hsa:8678|hsa:3294|hsa:2104,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC=C(OC(C)=O)C=C3CC[C@@]21[H],Estradiolacetate
536,536,DB00491,O43451|P10253|Q14697|Q8TET4,P04746,hsa:8972|hsa:2548|hsa:23193|hsa:2595,OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,Miglitol
537,537,DB00555,Q15878|Q99250|P30542|P29274|P35348|P08913|P08588|BE0004889|P14416|BE0004797|BE0008668|P35367|P41145|BE0004890|P28223|P46098,P22310|P00374|P35503,hsa:777|hsa:6326|hsa:134|hsa:135|hsa:148|hsa:150|hsa:153|hsa:1813|hsa:3269|hsa:4986|hsa:3356|hsa:3359,NC1=NC(N)=C(N=N1)C1=C(Cl)C(Cl)=CC=C1,Lamotrigine
538,538,DB08875,P08581|P35968|P07949,P08684|P11712,hsa:4233|hsa:3791|hsa:5979,COC1=CC2=C(C=C1OC)C(OC1=CC=C(NC(=O)C3(CC3)C(=O)NC3=CC=C(F)C=C3)C=C1)=CC=N2,Cabozantinib
539,539,DB01033,P00492|Q06203|BE0004941,P51580|P47989|Q06278,hsa:3251|hsa:5471,S=C1N=CNC2=C1NC=N2,Mercaptopurine
540,540,DB00714,P35462|P21917|P14416|P18825|P18089|P28335|P21918|P08908|P28223|P41595|P08913|P21728|P28221|P28222|Q9NYX4,P05177,hsa:1814|hsa:1815|hsa:1813|hsa:152|hsa:151|hsa:3358|hsa:1816|hsa:3350|hsa:3356|hsa:3357|hsa:150|hsa:1812|hsa:3352|hsa:3351|hsa:50632,[H][C@]12CC3=C(C(O)=C(O)C=C3)C3=CC=CC(CCN1C)=C23,Apomorphine
541,541,DB12001,P11802|Q00534,P08684,hsa:1019|hsa:1021,CCN1CCN(CC2=CC=C(NC3=NC=C(F)C(=N3)C3=CC(F)=C4N=C(C)N(C(C)C)C4=C3)N=C2)CC1,Abemaciclib
542,542,DB09116,P48448,P04040,hsa:222,[Ca++].[N-]=C=[N-],Calciumcarbimide
543,543,DB01094,P35610|O75908|P55157|P04278,P05177,hsa:6646|hsa:8435|hsa:4547|hsa:6462,COC1=C(O)C=C(C=C1)[C@@H]1CC(=O)C2=C(O)C=C(O)C=C2O1,Hesperetin
544,544,DB00245,P11229|Q01959|P35367,P33261|P10635,hsa:1128|hsa:6531|hsa:3269,[H][C@]12CC[C@]([H])(C[C@@]([H])(C1)OC(C1=CC=CC=C1)C1=CC=CC=C1)N2C,Benzatropine
545,545,DB09039,Q16739,P10635|P08684,hsa:7357,CCCCCCCC(=O)N[C@H](CN1CCCC1)[C@H](O)C1=CC=C2OCCOC2=C1,Eliglustat
546,546,DB00204,Q12809|O95069|Q14500,P08684,hsa:3757|hsa:3776|hsa:3768,CN(CCOC1=CC=C(NS(C)(=O)=O)C=C1)CCC1=CC=C(NS(C)(=O)=O)C=C1,Dofetilide
547,547,DB05039,P07550,P08684|P22309,hsa:154,CCC1=C(CC)C=C2CC(CC2=C1)NC[C@H](O)C1=C2C=CC(=O)NC2=C(O)C=C1,Indacaterol
548,548,DB09232,Q00975|BE0008715,BE0004866,hsa:774,COCCOC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC(=C1)[N+]([O-])=O)C(=O)OC\C=C\C1=CC=CC=C1,Cilnidipine
549,549,DB01280,P09884,P00813|P27707|Q16854,hsa:5422,COC1=NC(N)=NC2=C1N=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,Nelarabine
550,550,DB01240,Q9H244|P43119|Q16647,P11712,hsa:64805|hsa:5739|hsa:5740,[H][C@]12C[C@@H](O)[C@H](\C=C\[C@@H](O)CCCCC)[C@@]1([H])C\C(O2)=C\CCCC(O)=O,Epoprostenol
551,551,DB01029,P30556|P05412,P10632|P11712|P35503|P23219|P05177|P10635|P08684,hsa:185|hsa:3725,CCCCC1=NC2(CCCC2)C(=O)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1,Irbesartan
552,552,DB00370,P28223|P46098|P08913|P28335|P41145|P35367|P18825|P34969|BE0004863|P14416|P35462|P23975|P31645|Q01959|P41595|BE0004889|Q9Y5N1|P35348|P08588|P07550,P08684|P10635|P05177|P11712|P10632,hsa:3356|hsa:3359|hsa:150|hsa:3358|hsa:4986|hsa:3269|hsa:152|hsa:3363|hsa:1813|hsa:1814|hsa:6530|hsa:6532|hsa:6531|hsa:3357|hsa:11255|hsa:148|hsa:153|hsa:154,CN1CCN2C(C1)C1=CC=CC=C1CC1=C2N=CC=C1,Mirtazapine
553,553,DB11638,P63261|P49419|P07355|P25705|O75964|P48047|P20810|P49368|P23528|O00299|P21291|Q16555|P15924|P68104|P06733|P21333|Q9C0B1|P11413|O14556|P06744|P22626|Q14103|P61978|Q5SSJ5|P04792|P46940|Q92945|P00338|P07195|P09382|P27816|P40925|P55786|P07737|P00558|P14618|P62937|Q06830|P27635|P50914|Q07020|P62750|P42766|P36578|P62277|P08708|P62269|P39019|P62857|P46782|P62753|P62241|P46781|Q15637|P23246|P62316|P37108|Q08170|P37802|P60174|P09493|Q71U36|P08670|Q15942|P11142|Q9BUF5|P04350|P07437|P04075|P04406|P99999|P18669|P35579|P07237|P17844|P34897|Q13838|P06748|Q8I3Z5|Q5R2K6|Q6LFH8|Q00080|P13568|Q8IKW5|P86287|Q8IKK7|P14223|C6KT34|Q8IC05|Q8IKF0|C6KTA4|Q27743|C0H4Y6|Q8IDH5|Q8II73|Q8I2Z8|Q8ILF7|Q8I0V4|P20035|Q8IJN7|Q8IKH8|A0A143ZZK9|P14642|P13817|Q7K6A4|Q8IKR1|Q8I431|Q8IDQ9|O97313|Q8IJT2|Q8IJC6|C0H571|T1RTG8|C0H5C2|Q8I6U8|Q08853|Q76NM6|Q8I3T9|Q8I0X2|Q8IM16|Q7KQM4|Q9N623|C0H4V6|Q8I5G6|C6S3C7|Q7KQL5|Q8IKM5|Q8IL86|Q8IJR6|Q8I492|C0H4L1|Q76NN7|Q8IB72|P13827|Q8IDD3|O77323|P46925|C0H546|Q8I4R5|Q8IBN5|Q8I487|Q8I3X4|P50250|Q8IJA9|Q8IJ60|Q8IEN3|Q8IDP8|Q8I4W4|O77361|C6KSR5|Q02155|Q8IBI3|Q8IJ74|Q8III5|Q8IHS5|Q8IDP1|Q8I5Y3|Q8IEM3|Q8IE82|Q8IDI5|Q8IM15|C0H5H0|Q8ILV2|Q8IM74|Q8I5H4|Q8ID50|Q8IL80|O96221|A0A144A2G5|P13830|Q9TY94|Q8IBS5|P38545|Q8IB78|C0H4X5|C0H551|Q8IJK8|Q8IIR9|Q8IIA4|Q7KQK0|Q8IDV0|Q8IKL4|Q8ILK3|Q8ILE8|Q8IKM6|Q8IL88|C6KT50|P02768,O60656|P16662|P05177|P10635|P33261,hsa:71|hsa:501|hsa:302|hsa:498|hsa:10632|hsa:539|hsa:831|hsa:7203|hsa:1072|hsa:1192|hsa:1465|hsa:1808|hsa:1832|hsa:1915|hsa:2023|hsa:2316|hsa:79068|hsa:2539|hsa:26330|hsa:2821|hsa:3181|hsa:3184|hsa:3190|hsa:50809|hsa:3315|hsa:8826|hsa:8570|hsa:3939|hsa:3945|hsa:3956|hsa:4134|hsa:4190|hsa:9520|hsa:5216|hsa:5230|hsa:5315|hsa:5478|hsa:5052|hsa:9045|hsa:6141|hsa:6147|hsa:11224|hsa:6124|hsa:6207|hsa:6218|hsa:6222|hsa:6223|hsa:6234|hsa:6193|hsa:6194|hsa:6202|hsa:6203|hsa:7536|hsa:6421|hsa:6633|hsa:6727|hsa:6429|hsa:8407|hsa:7167|hsa:7168|hsa:7846|hsa:7431|hsa:7791|hsa:3312|hsa:84617|hsa:10382|hsa:203068|hsa:226|hsa:2597|hsa:54205|hsa:5223|hsa:4627|hsa:5034|hsa:1655|hsa:6472|hsa:7919|hsa:4869|hsa:213,[H][C@@]1(C)CC[C@@]2([H])[C@@]([H])(C)C([H])(O)O[C@]3([H])O[C@@]4(C)CC[C@]1([H])[C@@]23OO4,Artenimol
554,554,DB04845,Q13509,P08684,hsa:10381,[H][C@]12C[C@H](NC(=O)C[C@H](O)C(C)(C)C(=O)[C@H](C)[C@@H](O)[C@@H](C)CCC[C@@]1(C)O2)C(\C)=C\C1=CSC(C)=N1,Ixabepilone
555,555,DB05239,Q02750,BE0004866|P08183,hsa:5604,OC1(CN(C1)C(=O)C1=C(NC2=C(F)C=C(I)C=C2)C(F)=C(F)C=C1)[C@@H]1CCCCN1,Cobimetinib
556,556,DB12161,Q05940,P16152|O75828|P10635|P05177|P20815|P08684,hsa:6571,[2H]C([2H])([2H])OC1=CC2=C(C=C1OC([2H])([2H])[2H])[C@@H]1CC(=O)[C@@H](CC(C)C)CN1CC2,Deutetrabenazine
557,557,DB11691,P35372|P41143|P41145,BE0004866|P35503,hsa:4988|hsa:4985|hsa:4986,[H][C@@]12OC3=C4C(C[C@@]5([H])N(CC6CC6)CC[C@@]14[C@@]5(O)CC(C(=O)NC(C)(C)C1=NC(=NO1)C1=CC=CC=C1)=C2O)=CC=C3O,Naldemedine
558,558,DB06725,P23219|P35354,P11712,hsa:5742|hsa:5743,CN1C(C(=O)NC2=CC=CC=N2)=C(O)C2=C(C=C(Cl)S2)S1(=O)=O,Lornoxicam
559,559,DB09235,Q9P0X4|Q13936,P08684,hsa:8911|hsa:775,CC1=C(C(C2=CC=CC(=C2)[N+]([O-])=O)C(=C(C)N1)P1(=O)OCC(C)(C)CO1)C(=O)OCCN(CC1=CC=CC=C1)C1=CC=CC=C1,Efonidipine
560,560,DB00604,Q13639|P46098|P28223|Q12809,P24462|P08684|P20815|P05177|P11509|P20813|P33261|P10632|P11712|P10635,hsa:3360|hsa:3359|hsa:3356|hsa:3757,CO[C@H]1CN(CCCOC2=CC=C(F)C=C2)CC[C@H]1NC(=O)C1=CC(Cl)=C(N)C=C1OC,Cisapride
561,561,DB00851,Q14181|P52209,P04798|P05177|P05181,hsa:23649|hsa:5226,CN(C)\N=N\C1=C(N=CN1)C(N)=O,Dacarbazine
562,562,DB01067,Q09428|P37231,P11712|P08684,hsa:6833|hsa:5468,CC1=NC=C(N=C1)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1,Glipizide
563,563,DB09338,P05186|P29972|P53985,P19827|P35558,hsa:249|hsa:358|hsa:6566,COC(CNC(=O)C1=CC=CC=C1OCC(O)=O)C[Hg]O,Mersalyl
